zcta,downloadDate,population,fullyVaxxed,pctFullyVaxxed
46595,2021-09-07,133,0,0
46601,2021-09-07,5714,2491,0.435946797339867
46613,2021-09-07,11327,3651,0.322327182837468
46614,2021-09-07,31035,15243,0.49115514741421
46615,2021-09-07,13719,6749,0.491945477075589
46616,2021-09-07,5457,2802,0.51346893897746
46617,2021-09-07,9689,6717,0.693260398389927
46619,2021-09-07,21471,8706,0.405477155232639
46628,2021-09-07,26396,11606,0.43968783148962
46635,2021-09-07,6363,3620,0.568914034260569
46637,2021-09-07,16090,9287,0.577190801740211
46701,2021-09-07,8102,2705,0.333868180696124
46702,2021-09-07,2074,752,0.3625843780135
46703,2021-09-07,18264,7653,0.419021024967149
46704,2021-09-07,38,0,0
46705,2021-09-07,1682,508,0.302021403091558
46706,2021-09-07,18771,8077,0.430291406957541
46710,2021-09-07,4291,1669,0.388953623863901
46711,2021-09-07,8770,2000,0.228050171037628
46714,2021-09-07,14931,5448,0.364878440827808
46721,2021-09-07,5084,1407,0.276750590086546
46723,2021-09-07,7884,2815,0.357052257737189
46725,2021-09-07,23286,9587,0.411706604826935
46730,2021-09-07,1039,480,0.461982675649663
46731,2021-09-07,759,214,0.281949934123847
46732,2021-09-07,3244,817,0.251849568434032
46733,2021-09-07,18943,7017,0.370427070685741
46737,2021-09-07,7329,3010,0.410697230181471
46738,2021-09-07,8549,2644,0.309275938706281
46740,2021-09-07,3874,756,0.19514713474445
46741,2021-09-07,4553,934,0.205139468482319
46742,2021-09-07,3290,1385,0.4209726443769
46743,2021-09-07,2050,709,0.345853658536585
46745,2021-09-07,2146,840,0.391425908667288
46746,2021-09-07,4640,1174,0.25301724137931
46747,2021-09-07,2292,855,0.37303664921466
46748,2021-09-07,5021,3336,0.66440948018323
46750,2021-09-07,26499,10299,0.388656175704744
46755,2021-09-07,15097,5672,0.375703782208386
46759,2021-09-07,508,147,0.289370078740157
46760,2021-09-07,1381,444,0.321506154960174
46761,2021-09-07,12325,2832,0.229776876267749
46763,2021-09-07,1881,671,0.35672514619883
46764,2021-09-07,1385,446,0.32202166064982
46765,2021-09-07,5568,2498,0.448635057471264
46766,2021-09-07,737,154,0.208955223880597
46767,2021-09-07,8102,2517,0.310664033571958
46770,2021-09-07,3057,1052,0.344128230291135
46771,2021-09-07,72,0,0
46772,2021-09-07,3087,505,0.163589245221898
46773,2021-09-07,3392,1387,0.408903301886792
46774,2021-09-07,17221,7249,0.420939550548749
46776,2021-09-07,1715,533,0.310787172011662
46777,2021-09-07,6493,2614,0.402587401817342
46779,2021-09-07,2144,719,0.33535447761194
46781,2021-09-07,728,277,0.380494505494505
46783,2021-09-07,6651,3568,0.53646068260412
46784,2021-09-07,2159,870,0.402964335340435
46785,2021-09-07,1686,444,0.263345195729537
46786,2021-09-07,39,0,0
46787,2021-09-07,3865,1260,0.326002587322122
46788,2021-09-07,3723,994,0.266988987375772
46791,2021-09-07,865,317,0.366473988439306
46792,2021-09-07,3756,1442,0.383919062832801
46793,2021-09-07,4874,1471,0.301805498563808
46794,2021-09-07,1709,420,0.245757753071972
46795,2021-09-07,6651,2061,0.309878213802436
46797,2021-09-07,3915,1198,0.306002554278416
46798,2021-09-07,1515,578,0.381518151815182
46799,2021-09-07,227,149,0.656387665198238
46802,2021-09-07,10584,4298,0.406084656084656
46803,2021-09-07,9425,2583,0.274058355437666
46804,2021-09-07,28587,15907,0.556441739252108
46805,2021-09-07,21704,9489,0.437200516033911
46806,2021-09-07,24711,8156,0.330055440896767
46807,2021-09-07,17538,6885,0.392576120424222
46808,2021-09-07,19831,7782,0.392415914477334
46809,2021-09-07,9212,3553,0.385692574902301
46814,2021-09-07,12649,9873,0.780536010751838
46815,2021-09-07,28242,12978,0.459528362014022
46816,2021-09-07,19055,8111,0.425662555759643
46818,2021-09-07,20852,9885,0.474055246499137
46819,2021-09-07,9657,3881,0.401884643263954
46825,2021-09-07,29507,14291,0.484325753211102
46835,2021-09-07,35658,17529,0.491586740703349
46845,2021-09-07,23066,15501,0.672028093297494
46901,2021-09-07,39383,13533,0.343625422136455
46902,2021-09-07,35778,15125,0.422745821454525
46910,2021-09-07,3376,1107,0.327902843601896
46911,2021-09-07,1483,377,0.254214430209036
46913,2021-09-07,1048,461,0.439885496183206
46914,2021-09-07,1729,1626,0.940427993059572
46915,2021-09-07,694,253,0.364553314121038
46917,2021-09-07,1781,568,0.31892195395845
46919,2021-09-07,2407,703,0.29206481096801
46920,2021-09-07,1103,369,0.334542157751587
46922,2021-09-07,31,0,0
46923,2021-09-07,8046,3025,0.375963211533681
46926,2021-09-07,1293,457,0.353441608662026
46928,2021-09-07,4265,1695,0.397420867526378
46929,2021-09-07,3088,1079,0.349417098445596
46930,2021-09-07,126,0,0
46931,2021-09-07,187,87,0.46524064171123
46932,2021-09-07,3057,1159,0.379129865881583
46933,2021-09-07,6126,2168,0.353901403852432
46936,2021-09-07,5857,2221,0.379204370838313
46938,2021-09-07,2928,907,0.309767759562842
46939,2021-09-07,1819,676,0.371632765255635
46940,2021-09-07,2658,854,0.321294206170053
46941,2021-09-07,970,332,0.342268041237113
46943,2021-09-07,225,49,0.217777777777778
46946,2021-09-07,34,0,0
46947,2021-09-07,27830,10759,0.386597197269134
46950,2021-09-07,566,208,0.367491166077739
46951,2021-09-07,1874,611,0.326040554962647
46952,2021-09-07,18625,7761,0.416697986577181
46953,2021-09-07,23333,6754,0.289461278018257
46957,2021-09-07,592,191,0.322635135135135
46958,2021-09-07,458,158,0.344978165938865
46959,2021-09-07,838,49,0.058472553699284
46960,2021-09-07,1062,422,0.397363465160075
46961,2021-09-07,169,20,0.118343195266272
46962,2021-09-07,8844,3340,0.377657168701945
46967,2021-09-07,97,0,0
46968,2021-09-07,142,0,0
46970,2021-09-07,23499,7357,0.313077152219243
46974,2021-09-07,2079,472,0.227032227032227
46975,2021-09-07,14325,4881,0.340732984293194
46978,2021-09-07,2135,688,0.322248243559719
46979,2021-09-07,4940,2022,0.409311740890688
46982,2021-09-07,2660,733,0.275563909774436
46984,2021-09-07,188,108,0.574468085106383
46985,2021-09-07,1438,462,0.321279554937413
46986,2021-09-07,1683,670,0.398098633392751
46987,2021-09-07,884,381,0.430995475113122
46988,2021-09-07,967,202,0.208893485005171
46989,2021-09-07,4947,1618,0.327066909237922
46990,2021-09-07,741,234,0.315789473684211
46991,2021-09-07,1614,522,0.323420074349442
46992,2021-09-07,16260,5705,0.350861008610086
46994,2021-09-07,2815,853,0.303019538188277
46996,2021-09-07,6159,2806,0.455593440493587
46998,2021-09-07,226,28,0.123893805309735
47001,2021-09-07,10009,4016,0.401238885003497
47003,2021-09-07,890,344,0.386516853932584
47006,2021-09-07,11880,5656,0.476094276094276
47010,2021-09-07,220,104,0.472727272727273
47011,2021-09-07,788,277,0.351522842639594
47012,2021-09-07,9396,3633,0.386653895274585
47016,2021-09-07,796,329,0.413316582914573
47017,2021-09-07,481,200,0.415800415800416
47018,2021-09-07,4477,1530,0.341746705383069
47020,2021-09-07,1432,307,0.214385474860335
47022,2021-09-07,2980,1273,0.427181208053691
47023,2021-09-07,1665,486,0.291891891891892
47024,2021-09-07,3708,654,0.176375404530744
47025,2021-09-07,22794,9690,0.425111871545144
47030,2021-09-07,2038,428,0.210009813542689
47031,2021-09-07,5477,1809,0.330290304911448
47032,2021-09-07,3116,1203,0.38607188703466
47034,2021-09-07,135,62,0.459259259259259
47035,2021-09-07,246,75,0.304878048780488
47036,2021-09-07,882,572,0.648526077097506
47037,2021-09-07,4553,1343,0.294970349220294
47038,2021-09-07,1716,337,0.196386946386946
47040,2021-09-07,5103,2166,0.42445620223398
47041,2021-09-07,6626,2077,0.313462118925445
47042,2021-09-07,4089,1477,0.361213010516019
47043,2021-09-07,5212,1812,0.347659247889486
47060,2021-09-07,5942,2652,0.446314372265231
47102,2021-09-07,6953,2338,0.336257730476054
47104,2021-09-07,0,0,
47106,2021-09-07,5005,2163,0.432167832167832
47108,2021-09-07,2352,788,0.335034013605442
47110,2021-09-07,417,135,0.323741007194245
47111,2021-09-07,16971,7723,0.45507041423605
47112,2021-09-07,16593,7486,0.451154101126981
47114,2021-09-07,328,181,0.551829268292683
47115,2021-09-07,3025,1021,0.337520661157025
47116,2021-09-07,681,245,0.359765051395007
47117,2021-09-07,4531,1807,0.398808210108144
47118,2021-09-07,3474,1208,0.347725964306275
47119,2021-09-07,11700,6852,0.585641025641026
47120,2021-09-07,741,355,0.479082321187584
47122,2021-09-07,10943,5701,0.520972311066435
47123,2021-09-07,122,0,0
47124,2021-09-07,5146,2420,0.470268169452002
47125,2021-09-07,1554,625,0.402187902187902
47126,2021-09-07,4698,2009,0.427628778203491
47129,2021-09-07,19684,8819,0.448028855923593
47130,2021-09-07,46645,23225,0.497909743809626
47135,2021-09-07,938,455,0.485074626865672
47136,2021-09-07,4482,2232,0.497991967871486
47137,2021-09-07,1499,611,0.407605070046698
47138,2021-09-07,4378,1697,0.387619917770672
47140,2021-09-07,2559,975,0.381008206330598
47141,2021-09-07,1542,603,0.391050583657588
47142,2021-09-07,1049,290,0.276453765490944
47143,2021-09-07,3063,1596,0.521057786483839
47145,2021-09-07,1913,782,0.408782017773131
47147,2021-09-07,1273,438,0.344069128043991
47150,2021-09-07,47912,23699,0.494635999332109
47160,2021-09-07,113,0,0
47161,2021-09-07,3305,1509,0.456580937972769
47162,2021-09-07,801,345,0.430711610486891
47163,2021-09-07,1210,658,0.543801652892562
47164,2021-09-07,4115,1439,0.349696233292831
47165,2021-09-07,6034,2231,0.36973815048061
47166,2021-09-07,1515,630,0.415841584158416
47167,2021-09-07,14879,6087,0.4091000739297
47170,2021-09-07,14919,6164,0.413164421207856
47172,2021-09-07,17813,9824,0.551507326110144
47175,2021-09-07,1033,339,0.328170377541142
47177,2021-09-07,1241,537,0.432715551974214
47201,2021-09-07,44831,23564,0.525618433673128
47203,2021-09-07,26807,14844,0.553735964486888
47220,2021-09-07,5671,2412,0.425321812731441
47223,2021-09-07,1024,455,0.4443359375
47224,2021-09-07,520,142,0.273076923076923
47226,2021-09-07,260,77,0.296153846153846
47227,2021-09-07,2299,504,0.219225750326229
47229,2021-09-07,3261,1202,0.368598589389758
47230,2021-09-07,1439,727,0.505211952744962
47231,2021-09-07,858,375,0.437062937062937
47232,2021-09-07,3327,1070,0.32161106101593
47234,2021-09-07,1457,566,0.388469457789979
47235,2021-09-07,1488,719,0.483198924731183
47240,2021-09-07,21836,8832,0.404469683092141
47243,2021-09-07,5907,2152,0.3643135263247
47244,2021-09-07,734,288,0.392370572207085
47246,2021-09-07,4600,1803,0.39195652173913
47247,2021-09-07,194,68,0.350515463917526
47250,2021-09-07,22202,10358,0.466534546437258
47260,2021-09-07,1705,611,0.358357771260997
47263,2021-09-07,255,61,0.23921568627451
47264,2021-09-07,1197,459,0.383458646616541
47265,2021-09-07,20344,7239,0.355829728666929
47270,2021-09-07,530,257,0.484905660377359
47272,2021-09-07,2185,718,0.328604118993135
47273,2021-09-07,2210,722,0.326696832579186
47274,2021-09-07,31352,13694,0.436782342434294
47280,2021-09-07,979,350,0.357507660878447
47281,2021-09-07,1237,627,0.506871463217462
47282,2021-09-07,293,150,0.511945392491468
47283,2021-09-07,3193,1249,0.391168180394613
47302,2021-09-07,26018,9490,0.364747482512107
47303,2021-09-07,25124,9277,0.369248527304569
47304,2021-09-07,32105,16525,0.514717333748637
47305,2021-09-07,3504,1302,0.371575342465753
47306,2021-09-07,5096,249,0.048861852433281
47320,2021-09-07,3648,1747,0.478892543859649
47324,2021-09-07,149,32,0.214765100671141
47325,2021-09-07,663,228,0.343891402714932
47326,2021-09-07,2195,372,0.169476082004556
47327,2021-09-07,4512,1517,0.336214539007092
47330,2021-09-07,5196,2199,0.423210161662818
47331,2021-09-07,22391,7404,0.330668572194185
47334,2021-09-07,3189,1354,0.424584509250549
47335,2021-09-07,753,233,0.309428950863214
47336,2021-09-07,3243,1227,0.378353376503238
47337,2021-09-07,138,65,0.471014492753623
47338,2021-09-07,2789,962,0.344926496952313
47339,2021-09-07,497,216,0.434607645875252
47340,2021-09-07,2998,1069,0.35657104736491
47341,2021-09-07,2382,722,0.303106633081444
47342,2021-09-07,2558,1081,0.422595777951525
47344,2021-09-07,124,0,0
47345,2021-09-07,1406,423,0.300853485064011
47346,2021-09-07,3911,1458,0.372794681667093
47348,2021-09-07,9159,3619,0.395130472759035
47351,2021-09-07,540,159,0.294444444444444
47352,2021-09-07,860,356,0.413953488372093
47353,2021-09-07,5508,2111,0.383260711692084
47354,2021-09-07,1075,404,0.375813953488372
47355,2021-09-07,2752,807,0.293241279069767
47356,2021-09-07,5286,2317,0.438327657964434
47357,2021-09-07,822,398,0.484184914841849
47358,2021-09-07,1060,323,0.304716981132076
47359,2021-09-07,3013,898,0.298041818785264
47360,2021-09-07,1259,595,0.472597299444003
47361,2021-09-07,215,111,0.516279069767442
47362,2021-09-07,29873,13278,0.444481638938172
47367,2021-09-07,57,0,0
47368,2021-09-07,2831,1116,0.394206993995055
47369,2021-09-07,1320,319,0.241666666666667
47371,2021-09-07,12200,3882,0.318196721311475
47373,2021-09-07,2404,697,0.289933444259567
47374,2021-09-07,45571,18167,0.398652651905817
47380,2021-09-07,1476,586,0.397018970189702
47381,2021-09-07,122,30,0.245901639344262
47382,2021-09-07,255,52,0.203921568627451
47383,2021-09-07,3133,1231,0.392914139802107
47384,2021-09-07,2044,763,0.373287671232877
47385,2021-09-07,1277,643,0.503523884103367
47386,2021-09-07,1206,497,0.412106135986733
47387,2021-09-07,730,241,0.33013698630137
47388,2021-09-07,335,145,0.432835820895522
47390,2021-09-07,4960,1521,0.306653225806452
47393,2021-09-07,1825,459,0.251506849315069
47394,2021-09-07,8334,3135,0.376169906407487
47396,2021-09-07,6903,3841,0.556424742865421
47401,2021-09-07,43279,27721,0.640518496268398
47403,2021-09-07,33505,17828,0.532099686613938
47404,2021-09-07,23832,12376,0.51930177912051
47405,2021-09-07,3697,111,0.0300243440627536
47406,2021-09-07,3945,1351,0.342458808618504
47408,2021-09-07,25804,12836,0.497442257014416
47420,2021-09-07,439,80,0.182232346241458
47421,2021-09-07,27417,11792,0.430098114308641
47424,2021-09-07,8965,3773,0.420858895705521
47427,2021-09-07,662,313,0.472809667673716
47429,2021-09-07,9269,4085,0.440716366382566
47431,2021-09-07,1584,509,0.321338383838384
47432,2021-09-07,4386,2001,0.456224350205198
47433,2021-09-07,4039,1445,0.357761822233226
47434,2021-09-07,0,0,
47436,2021-09-07,1379,612,0.443799854967368
47437,2021-09-07,155,21,0.135483870967742
47438,2021-09-07,4475,1463,0.326927374301676
47441,2021-09-07,9153,3742,0.40882770676281
47443,2021-09-07,1275,419,0.328627450980392
47446,2021-09-07,10393,3606,0.34696430289618
47448,2021-09-07,7261,4144,0.57072028646192
47449,2021-09-07,400,211,0.5275
47451,2021-09-07,1111,487,0.438343834383438
47452,2021-09-07,5360,1839,0.343097014925373
47453,2021-09-07,683,168,0.24597364568082
47454,2021-09-07,7046,3212,0.45586148169174
47455,2021-09-07,76,0,0
47456,2021-09-07,1352,434,0.321005917159763
47457,2021-09-07,192,11,0.0572916666666667
47458,2021-09-07,58,0,0
47459,2021-09-07,3597,1444,0.401445649152071
47460,2021-09-07,10917,4759,0.435925620591738
47462,2021-09-07,4812,1954,0.406068162926018
47464,2021-09-07,212,78,0.367924528301887
47465,2021-09-07,520,259,0.498076923076923
47467,2021-09-07,167,0,0
47468,2021-09-07,1510,768,0.508609271523179
47469,2021-09-07,1828,680,0.37199124726477
47470,2021-09-07,1580,491,0.310759493670886
47471,2021-09-07,2746,881,0.320830298616169
47501,2021-09-07,17882,6632,0.370875740968572
47512,2021-09-07,4095,1192,0.291086691086691
47513,2021-09-07,2222,796,0.358235823582358
47514,2021-09-07,1556,946,0.607969151670951
47515,2021-09-07,880,312,0.354545454545455
47516,2021-09-07,1100,519,0.471818181818182
47519,2021-09-07,847,129,0.152302243211334
47520,2021-09-07,2786,1292,0.463747307968414
47521,2021-09-07,692,389,0.562138728323699
47522,2021-09-07,437,70,0.160183066361556
47523,2021-09-07,3346,1396,0.417214584578601
47524,2021-09-07,612,188,0.30718954248366
47525,2021-09-07,281,204,0.725978647686833
47527,2021-09-07,1935,722,0.37312661498708
47528,2021-09-07,504,237,0.470238095238095
47529,2021-09-07,1173,297,0.253196930946292
47531,2021-09-07,945,414,0.438095238095238
47532,2021-09-07,4358,2227,0.5110142267095
47535,2021-09-07,758,193,0.254617414248021
47536,2021-09-07,0,0,
47537,2021-09-07,896,328,0.366071428571429
47541,2021-09-07,1196,510,0.426421404682274
47542,2021-09-07,10061,4193,0.416757777556903
47546,2021-09-07,21538,11063,0.513650292506268
47550,2021-09-07,561,321,0.572192513368984
47551,2021-09-07,914,284,0.310722100656455
47552,2021-09-07,270,71,0.262962962962963
47553,2021-09-07,8614,2495,0.289644764337126
47557,2021-09-07,1586,444,0.279949558638083
47558,2021-09-07,4632,618,0.133419689119171
47561,2021-09-07,1650,564,0.341818181818182
47562,2021-09-07,4755,1163,0.244584647739222
47564,2021-09-07,1224,518,0.423202614379085
47567,2021-09-07,6116,2263,0.370013080444735
47568,2021-09-07,829,267,0.322074788902292
47574,2021-09-07,213,89,0.417840375586854
47575,2021-09-07,955,456,0.477486910994765
47576,2021-09-07,341,169,0.495601173020528
47577,2021-09-07,1211,549,0.453344343517754
47578,2021-09-07,710,279,0.392957746478873
47579,2021-09-07,2636,1411,0.535280728376328
47580,2021-09-07,406,122,0.300492610837438
47581,2021-09-07,3721,1168,0.313894114485353
47584,2021-09-07,139,35,0.251798561151079
47585,2021-09-07,800,162,0.2025
47586,2021-09-07,11022,5529,0.501633097441481
47588,2021-09-07,615,267,0.434146341463415
47590,2021-09-07,413,242,0.585956416464891
47591,2021-09-07,25370,11144,0.439258967284194
47596,2021-09-07,71,0,0
47597,2021-09-07,904,338,0.373893805309735
47598,2021-09-07,3058,1019,0.333224329627207
47601,2021-09-07,13854,6431,0.464198065540638
47610,2021-09-07,5444,2331,0.428177810433505
47611,2021-09-07,1489,508,0.341168569509738
47612,2021-09-07,715,376,0.525874125874126
47613,2021-09-07,3224,1240,0.384615384615385
47615,2021-09-07,1832,578,0.315502183406114
47616,2021-09-07,265,128,0.483018867924528
47619,2021-09-07,1753,782,0.446092413006275
47620,2021-09-07,13129,5967,0.454490060172138
47630,2021-09-07,36182,22057,0.609612514509977
47631,2021-09-07,2217,1019,0.459630130807397
47633,2021-09-07,2384,1119,0.469379194630873
47634,2021-09-07,2358,866,0.367260390161154
47635,2021-09-07,5432,2160,0.397643593519882
47637,2021-09-07,1294,569,0.439721792890263
47638,2021-09-07,3514,1643,0.467558338076266
47639,2021-09-07,4243,2314,0.545368842799906
47640,2021-09-07,1099,314,0.285714285714286
47648,2021-09-07,4219,1949,0.461957809907561
47649,2021-09-07,1499,515,0.343562374916611
47654,2021-09-07,92,0,0
47660,2021-09-07,4868,1805,0.370788824979458
47665,2021-09-07,3746,1383,0.369193806727176
47666,2021-09-07,1813,572,0.31549917264203
47670,2021-09-07,12048,4959,0.411603585657371
47683,2021-09-07,235,0,0
47708,2021-09-07,445,374,0.840449438202247
47710,2021-09-07,18869,7929,0.420213047856272
47711,2021-09-07,32612,15124,0.463755672758494
47712,2021-09-07,26764,11524,0.430578388880586
47713,2021-09-07,10108,4140,0.409576573011476
47714,2021-09-07,34447,14155,0.41092112520684
47715,2021-09-07,26196,15298,0.583982287372118
47720,2021-09-07,17763,8950,0.50385633057479
47725,2021-09-07,17326,11087,0.639905344568856
47802,2021-09-07,34894,14735,0.422278901816931
47803,2021-09-07,20939,10825,0.516977888151297
47804,2021-09-07,11781,4062,0.344792462439521
47805,2021-09-07,12624,5736,0.454372623574145
47807,2021-09-07,11886,3620,0.304559986538785
47809,2021-09-07,2516,147,0.0584260731319555
47832,2021-09-07,1059,316,0.298394711992446
47833,2021-09-07,761,369,0.484888304862024
47834,2021-09-07,19263,7136,0.370451123916316
47836,2021-09-07,0,0,
47837,2021-09-07,1008,370,0.367063492063492
47838,2021-09-07,3772,1976,0.523860021208908
47840,2021-09-07,1831,520,0.28399781540142
47841,2021-09-07,2305,756,0.327982646420824
47842,2021-09-07,9597,3950,0.411586954256539
47846,2021-09-07,532,242,0.454887218045113
47847,2021-09-07,1187,342,0.288121314237574
47848,2021-09-07,1616,614,0.379950495049505
47849,2021-09-07,502,159,0.316733067729084
47850,2021-09-07,2239,928,0.414470745868691
47853,2021-09-07,121,104,0.859504132231405
47854,2021-09-07,612,303,0.495098039215686
47855,2021-09-07,526,206,0.391634980988593
47857,2021-09-07,420,189,0.45
47858,2021-09-07,724,186,0.256906077348066
47859,2021-09-07,1027,255,0.248296007789679
47860,2021-09-07,425,66,0.155294117647059
47861,2021-09-07,663,190,0.28657616892911
47862,2021-09-07,1390,471,0.338848920863309
47863,2021-09-07,294,66,0.224489795918367
47865,2021-09-07,55,0,0
47866,2021-09-07,613,192,0.313213703099511
47868,2021-09-07,3072,845,0.275065104166667
47869,2021-09-07,124,54,0.435483870967742
47871,2021-09-07,321,73,0.227414330218069
47872,2021-09-07,8747,3373,0.385617926146107
47874,2021-09-07,3207,1213,0.378235110695354
47876,2021-09-07,348,175,0.502873563218391
47879,2021-09-07,3592,1021,0.28424276169265
47880,2021-09-07,78,0,0
47881,2021-09-07,329,119,0.361702127659575
47882,2021-09-07,7731,3324,0.429957314707024
47884,2021-09-07,185,91,0.491891891891892
47885,2021-09-07,8920,3602,0.403811659192825
47901,2021-09-07,3715,1808,0.486675639300135
47904,2021-09-07,17285,6609,0.382354642753833
47905,2021-09-07,41631,20943,0.503062621604093
47906,2021-09-07,77702,44523,0.572996834058325
47907,2021-09-07,0,0,
47909,2021-09-07,43291,19746,0.456122519692315
47916,2021-09-07,43,0,0
47917,2021-09-07,492,146,0.296747967479675
47918,2021-09-07,5679,2223,0.391442155309033
47920,2021-09-07,2260,1361,0.602212389380531
47921,2021-09-07,1140,473,0.414912280701754
47922,2021-09-07,1570,521,0.331847133757962
47923,2021-09-07,3220,1691,0.525155279503106
47924,2021-09-07,162,53,0.327160493827161
47925,2021-09-07,133,74,0.556390977443609
47926,2021-09-07,1480,311,0.210135135135135
47928,2021-09-07,2036,528,0.259332023575639
47929,2021-09-07,673,315,0.468053491827638
47930,2021-09-07,1294,451,0.348531684698609
47932,2021-09-07,5317,1693,0.318412638706037
47933,2021-09-07,27521,11405,0.414410813560554
47940,2021-09-07,1739,489,0.281196089706728
47941,2021-09-07,1405,574,0.408540925266904
47942,2021-09-07,728,239,0.328296703296703
47943,2021-09-07,1096,310,0.282846715328467
47944,2021-09-07,3402,1541,0.452968841857731
47946,2021-09-07,2170,637,0.293548387096774
47948,2021-09-07,1485,413,0.278114478114478
47949,2021-09-07,1209,414,0.342431761786601
47950,2021-09-07,921,248,0.269272529858849
47951,2021-09-07,2168,797,0.367619926199262
47952,2021-09-07,2941,736,0.250255015300918
47954,2021-09-07,2433,759,0.311960542540074
47955,2021-09-07,1016,397,0.390748031496063
47957,2021-09-07,1908,480,0.251572327044025
47958,2021-09-07,140,49,0.35
47959,2021-09-07,2906,881,0.303165863730213
47960,2021-09-07,14721,6863,0.466204741525712
47963,2021-09-07,2057,682,0.331550802139037
47964,2021-09-07,110,0,0
47965,2021-09-07,599,201,0.335559265442404
47966,2021-09-07,359,156,0.434540389972145
47967,2021-09-07,680,264,0.388235294117647
47968,2021-09-07,1030,342,0.332038834951456
47969,2021-09-07,109,0,0
47970,2021-09-07,1779,793,0.44575604272063
47971,2021-09-07,1957,795,0.406234031681145
47974,2021-09-07,1176,311,0.264455782312925
47975,2021-09-07,664,319,0.480421686746988
47977,2021-09-07,2322,847,0.364771748492679
47978,2021-09-07,11515,3889,0.337733391228832
47980,2021-09-07,1005,412,0.409950248756219
47981,2021-09-07,1130,336,0.297345132743363
47982,2021-09-07,173,30,0.173410404624277
47983,2021-09-07,303,123,0.405940594059406
47987,2021-09-07,4074,1096,0.269023073146784
47989,2021-09-07,1430,362,0.253146853146853
47990,2021-09-07,1964,584,0.29735234215886
47991,2021-09-07,975,351,0.36
47992,2021-09-07,1357,670,0.49373618275608
47993,2021-09-07,3661,1401,0.382682327232996
47994,2021-09-07,309,180,0.58252427184466
47995,2021-09-07,1670,591,0.353892215568862
47997,2021-09-07,134,29,0.216417910447761
46001,2021-09-08,9993,4294,0.429700790553387
46011,2021-09-08,17069,8399,0.492061632198723
46012,2021-09-08,19806,8881,0.448399474906594
46013,2021-09-08,17136,8402,0.49031279178338
46016,2021-09-08,18046,5375,0.297849939044664
46017,2021-09-08,5814,2703,0.464912280701754
46030,2021-09-08,2978,1335,0.448287441235729
46031,2021-09-08,2546,965,0.379025923016496
46032,2021-09-08,51551,35145,0.681752051366608
46033,2021-09-08,38942,27579,0.708207077191721
46034,2021-09-08,6649,3787,0.569559332230411
46035,2021-09-08,1229,427,0.347436940602116
46036,2021-09-08,11678,4520,0.387052577496147
46037,2021-09-08,41890,30283,0.722917164000955
46038,2021-09-08,43381,26978,0.621885157096425
46039,2021-09-08,508,234,0.460629921259843
46040,2021-09-08,12474,9036,0.724386724386724
46041,2021-09-08,22247,8968,0.403110531757091
46044,2021-09-08,3147,1241,0.394343819510645
46045,2021-09-08,39,0,0
46047,2021-09-08,56,0,0
46048,2021-09-08,2117,711,0.335852621634388
46049,2021-09-08,1082,314,0.290203327171904
46050,2021-09-08,2127,650,0.305594734367654
46051,2021-09-08,2817,1243,0.441249556265531
46052,2021-09-08,22443,10789,0.480728957804215
46055,2021-09-08,12638,8591,0.679775280898876
46056,2021-09-08,2238,1009,0.450848972296693
46057,2021-09-08,1269,342,0.269503546099291
46058,2021-09-08,2516,1038,0.412559618441971
46060,2021-09-08,41461,24267,0.585297026120933
46062,2021-09-08,35349,22850,0.64641149678916
46063,2021-09-08,565,106,0.187610619469027
46064,2021-09-08,17168,9643,0.561684529356943
46065,2021-09-08,3444,1358,0.394308943089431
46068,2021-09-08,2872,1027,0.357590529247911
46069,2021-09-08,7220,3089,0.427839335180055
46070,2021-09-08,2336,864,0.36986301369863
46071,2021-09-08,3148,1367,0.434243964421855
46072,2021-09-08,8592,4056,0.472067039106145
46074,2021-09-08,34755,27076,0.779053373615307
46075,2021-09-08,6614,4484,0.677955851224675
46076,2021-09-08,1440,506,0.351388888888889
46077,2021-09-08,29296,23356,0.797241944292736
46103,2021-09-08,162,98,0.604938271604938
46104,2021-09-08,910,380,0.417582417582418
46105,2021-09-08,1794,673,0.375139353400223
46106,2021-09-08,6855,4313,0.629175784099198
46107,2021-09-08,13081,5762,0.440486201360752
46110,2021-09-08,583,221,0.379073756432247
46111,2021-09-08,196,109,0.556122448979592
46112,2021-09-08,37819,23394,0.618577963457521
46113,2021-09-08,15505,6459,0.416575298290874
46115,2021-09-08,1967,751,0.381799694966955
46117,2021-09-08,828,249,0.300724637681159
46118,2021-09-08,5068,2047,0.403906866614049
46120,2021-09-08,5332,2127,0.398912228057014
46121,2021-09-08,5545,2098,0.378358881875564
46122,2021-09-08,16300,7954,0.487975460122699
46123,2021-09-08,36616,23639,0.645592090889229
46124,2021-09-08,8949,3186,0.35601743211532
46125,2021-09-08,55,0,0
46126,2021-09-08,4956,1942,0.391848264729621
46127,2021-09-08,287,151,0.526132404181185
46128,2021-09-08,1824,782,0.428728070175439
46130,2021-09-08,2669,1064,0.39865118021731
46131,2021-09-08,33215,14928,0.449435496010839
46133,2021-09-08,833,278,0.333733493397359
46135,2021-09-08,20462,8236,0.402502199198514
46140,2021-09-08,40292,20548,0.509977166683213
46142,2021-09-08,29696,17059,0.574454471982759
46143,2021-09-08,57211,32297,0.564524304766566
46144,2021-09-08,133,66,0.496240601503759
46146,2021-09-08,416,69,0.165865384615385
