zcta,downloadDate,population,fullyVaxxed,pctFullyVaxxed
47035,2021-09-15,246,76,0.308943089430894
47036,2021-09-15,882,575,0.651927437641723
47037,2021-09-15,4553,1358,0.298264880298704
47038,2021-09-15,1716,341,0.198717948717949
47040,2021-09-15,5103,2209,0.432882618067803
47041,2021-09-15,6626,2112,0.318744340476909
47042,2021-09-15,4089,1505,0.368060650525801
47043,2021-09-15,5212,1844,0.353798925556408
47060,2021-09-15,5942,2697,0.453887579939414
47102,2021-09-15,6953,2402,0.345462390335107
47104,2021-09-15,0,0,
47106,2021-09-15,5005,2199,0.439360639360639
47108,2021-09-15,2352,808,0.343537414965986
47110,2021-09-15,417,141,0.338129496402878
47111,2021-09-15,16971,7860,0.463143008661835
47112,2021-09-15,16593,7629,0.459772193093473
47114,2021-09-15,328,184,0.560975609756098
47115,2021-09-15,3025,1030,0.340495867768595
47116,2021-09-15,681,249,0.365638766519824
47117,2021-09-15,4531,1845,0.407194879717502
47118,2021-09-15,3474,1250,0.359815774323546
47119,2021-09-15,11700,6945,0.593589743589744
47120,2021-09-15,741,364,0.491228070175439
47122,2021-09-15,10943,5784,0.528557068445582
47123,2021-09-15,122,0,0
47124,2021-09-15,5146,2471,0.480178779634668
47125,2021-09-15,1554,636,0.409266409266409
47126,2021-09-15,4698,2043,0.434865900383142
47129,2021-09-15,19684,8997,0.457071733387523
47130,2021-09-15,46645,23556,0.505005895594383
47135,2021-09-15,938,459,0.489339019189765
47136,2021-09-15,4482,2274,0.507362784471218
47137,2021-09-15,1499,614,0.409606404269513
47138,2021-09-15,4378,1727,0.394472361809045
47140,2021-09-15,2559,985,0.384915982805784
47141,2021-09-15,1542,615,0.398832684824903
47142,2021-09-15,1049,296,0.282173498570067
47143,2021-09-15,3063,1634,0.533463924257264
47145,2021-09-15,1913,794,0.415054887611082
47147,2021-09-15,1273,442,0.347211311861744
47150,2021-09-15,47912,24059,0.502149774586742
47160,2021-09-15,113,0,0
47161,2021-09-15,3305,1540,0.465960665658094
47162,2021-09-15,801,355,0.443196004993758
47163,2021-09-15,1210,666,0.550413223140496
47164,2021-09-15,4115,1466,0.356257594167679
47165,2021-09-15,6034,2269,0.376035797149486
47166,2021-09-15,1515,640,0.422442244224422
47167,2021-09-15,14879,6204,0.416963505611936
47170,2021-09-15,14919,6288,0.421475970239292
47172,2021-09-15,17813,10002,0.561500028069388
47175,2021-09-15,1033,340,0.329138431752178
47177,2021-09-15,1241,552,0.444802578565673
47201,2021-09-15,44831,23918,0.53351475541478
47203,2021-09-15,26807,15029,0.56063714701384
47220,2021-09-15,5671,2497,0.440310350908129
47223,2021-09-15,1024,464,0.453125
47224,2021-09-15,520,142,0.273076923076923
47226,2021-09-15,260,81,0.311538461538462
47227,2021-09-15,2299,519,0.225750326228795
47229,2021-09-15,3261,1229,0.376878258203005
47230,2021-09-15,1439,737,0.512161223071578
47231,2021-09-15,858,377,0.439393939393939
47232,2021-09-15,3327,1099,0.330327622482717
47234,2021-09-15,1457,573,0.393273850377488
47235,2021-09-15,1488,734,0.493279569892473
47240,2021-09-15,21836,8960,0.410331562557245
47243,2021-09-15,5907,2187,0.370238699847638
47244,2021-09-15,734,296,0.403269754768392
47246,2021-09-15,4600,1836,0.399130434782609
47247,2021-09-15,194,70,0.360824742268041
47250,2021-09-15,22202,10542,0.474822088100171
47260,2021-09-15,1705,618,0.362463343108504
47263,2021-09-15,255,66,0.258823529411765
47264,2021-09-15,1197,466,0.389306599832916
47265,2021-09-15,20344,7387,0.36310460086512
47270,2021-09-15,530,259,0.488679245283019
47272,2021-09-15,2185,736,0.336842105263158
47273,2021-09-15,2210,734,0.332126696832579
47274,2021-09-15,31352,14037,0.447722633324828
47280,2021-09-15,979,354,0.361593462717058
47281,2021-09-15,1237,638,0.515763945028294
47282,2021-09-15,293,153,0.522184300341297
47283,2021-09-15,3193,1271,0.398058252427184
47302,2021-09-15,26018,9653,0.371012376047352
47303,2021-09-15,25124,9409,0.374502467759911
47304,2021-09-15,32105,16682,0.519607537766703
47305,2021-09-15,3504,1334,0.380707762557078
47306,2021-09-15,5096,250,0.0490580847723705
47320,2021-09-15,3648,1768,0.484649122807018
47324,2021-09-15,149,32,0.214765100671141
47325,2021-09-15,663,231,0.34841628959276
47326,2021-09-15,2195,378,0.172209567198178
47327,2021-09-15,4512,1542,0.341755319148936
47330,2021-09-15,5196,2241,0.431293302540416
47331,2021-09-15,22391,7530,0.336295833147247
47334,2021-09-15,3189,1386,0.434619002822201
47335,2021-09-15,753,243,0.322709163346614
47336,2021-09-15,3243,1260,0.388529139685476
47337,2021-09-15,138,65,0.471014492753623
47338,2021-09-15,2789,979,0.35102187163858
47339,2021-09-15,497,223,0.448692152917505
47340,2021-09-15,2998,1090,0.363575717144763
47341,2021-09-15,2382,737,0.309403862300588
47342,2021-09-15,2558,1091,0.426505082095387
47344,2021-09-15,124,0,0
47345,2021-09-15,1406,433,0.30796586059744
47346,2021-09-15,3911,1491,0.381232421375607
47348,2021-09-15,9159,3665,0.400152855115187
47351,2021-09-15,540,165,0.305555555555556
47352,2021-09-15,860,368,0.427906976744186
47353,2021-09-15,5508,2152,0.390704429920116
47354,2021-09-15,1075,408,0.37953488372093
47355,2021-09-15,2752,827,0.300508720930233
47356,2021-09-15,5286,2364,0.447219069239501
47357,2021-09-15,822,401,0.487834549878346
47358,2021-09-15,1060,326,0.307547169811321
47359,2021-09-15,3013,918,0.304679721208098
47360,2021-09-15,1259,603,0.478951548848292
47361,2021-09-15,215,115,0.534883720930233
47362,2021-09-15,29873,13498,0.451846148696147
47367,2021-09-15,57,0,0
47368,2021-09-15,2831,1125,0.397386082656305
47369,2021-09-15,1320,324,0.245454545454545
47371,2021-09-15,12200,3950,0.323770491803279
47373,2021-09-15,2404,712,0.296173044925125
47374,2021-09-15,45571,18511,0.406201312238046
47380,2021-09-15,1476,592,0.401084010840108
47381,2021-09-15,122,30,0.245901639344262
47382,2021-09-15,255,52,0.203921568627451
47383,2021-09-15,3133,1260,0.40217044366422
47384,2021-09-15,2044,772,0.377690802348337
47385,2021-09-15,1277,663,0.519185591229444
47386,2021-09-15,1206,501,0.415422885572139
47387,2021-09-15,730,248,0.33972602739726
47388,2021-09-15,335,148,0.441791044776119
47390,2021-09-15,4960,1551,0.312701612903226
47393,2021-09-15,1825,472,0.258630136986301
47394,2021-09-15,8334,3174,0.380849532037437
47396,2021-09-15,6903,3895,0.564247428654208
47401,2021-09-15,43279,27814,0.642667344439567
47403,2021-09-15,33505,17978,0.536576630353679
47404,2021-09-15,23832,12470,0.523246055723397
47405,2021-09-15,3697,111,0.0300243440627536
47406,2021-09-15,3945,1381,0.350063371356147
47408,2021-09-15,25804,12907,0.500193768407999
47420,2021-09-15,439,79,0.17995444191344
47421,2021-09-15,27417,12018,0.43834117518328
47424,2021-09-15,8965,3832,0.427440044617959
47427,2021-09-15,662,318,0.48036253776435
47429,2021-09-15,9269,4133,0.44589491854569
47431,2021-09-15,1584,512,0.323232323232323
47432,2021-09-15,4386,2017,0.459872321021432
47433,2021-09-15,4039,1472,0.36444664520921
47434,2021-09-15,0,0,
47436,2021-09-15,1379,619,0.448875997099347
47437,2021-09-15,155,21,0.135483870967742
47438,2021-09-15,4475,1505,0.336312849162011
47441,2021-09-15,9153,3824,0.417786518081503
47443,2021-09-15,1275,434,0.340392156862745
47446,2021-09-15,10393,3664,0.352544982199557
47448,2021-09-15,7261,4191,0.577193224073819
47449,2021-09-15,400,214,0.535
47451,2021-09-15,1111,489,0.44014401440144
47452,2021-09-15,5360,1878,0.350373134328358
47453,2021-09-15,683,168,0.24597364568082
47454,2021-09-15,7046,3262,0.462957706500142
47455,2021-09-15,76,0,0
47456,2021-09-15,1352,442,0.326923076923077
47457,2021-09-15,192,11,0.0572916666666667
47458,2021-09-15,58,0,0
47459,2021-09-15,3597,1463,0.406727828746177
47460,2021-09-15,10917,4816,0.441146835211139
47462,2021-09-15,4812,1983,0.412094763092269
47464,2021-09-15,212,80,0.377358490566038
47465,2021-09-15,520,267,0.513461538461538
47467,2021-09-15,167,0,0
47468,2021-09-15,1510,772,0.511258278145695
47469,2021-09-15,1828,687,0.37582056892779
47470,2021-09-15,1580,498,0.315189873417722
47471,2021-09-15,2746,892,0.324836125273125
47501,2021-09-15,17882,6747,0.377306788949782
47512,2021-09-15,4095,1214,0.296459096459096
47513,2021-09-15,2222,810,0.364536453645365
47514,2021-09-15,1556,952,0.611825192802057
47515,2021-09-15,880,321,0.364772727272727
47516,2021-09-15,1100,534,0.485454545454545
47519,2021-09-15,847,130,0.153482880755608
47520,2021-09-15,2786,1330,0.477386934673367
47521,2021-09-15,692,397,0.573699421965318
47522,2021-09-15,437,71,0.162471395881007
47523,2021-09-15,3346,1413,0.422295277943813
47524,2021-09-15,612,191,0.312091503267974
47525,2021-09-15,281,207,0.736654804270463
47527,2021-09-15,1935,732,0.378294573643411
47528,2021-09-15,504,242,0.48015873015873
47529,2021-09-15,1173,299,0.254901960784314
47531,2021-09-15,945,430,0.455026455026455
47532,2021-09-15,4358,2265,0.51973382285452
47535,2021-09-15,758,198,0.261213720316623
47536,2021-09-15,0,0,
47537,2021-09-15,896,337,0.376116071428571
47541,2021-09-15,1196,528,0.441471571906355
47542,2021-09-15,10061,4252,0.422622005764835
47546,2021-09-15,21538,11245,0.522100473581577
47550,2021-09-15,561,323,0.575757575757576
47551,2021-09-15,914,287,0.314004376367615
47552,2021-09-15,270,72,0.266666666666667
47553,2021-09-15,8614,2554,0.296494079405619
47557,2021-09-15,1586,450,0.283732660781841
47558,2021-09-15,4632,626,0.135146804835924
47561,2021-09-15,1650,640,0.387878787878788
47562,2021-09-15,4755,1188,0.249842271293375
47564,2021-09-15,1224,531,0.433823529411765
47567,2021-09-15,6116,2320,0.379332897318509
47568,2021-09-15,829,277,0.334137515078408
47574,2021-09-15,213,92,0.431924882629108
47575,2021-09-15,955,470,0.492146596858639
47576,2021-09-15,341,169,0.495601173020528
47577,2021-09-15,1211,553,0.456647398843931
47578,2021-09-15,710,282,0.397183098591549
47579,2021-09-15,2636,1447,0.548937784522003
47580,2021-09-15,406,124,0.305418719211823
47581,2021-09-15,3721,1194,0.320881483472185
47584,2021-09-15,139,36,0.258992805755396
47585,2021-09-15,800,164,0.205
47586,2021-09-15,11022,5626,0.510433678098349
47588,2021-09-15,615,275,0.447154471544715
47590,2021-09-15,413,247,0.598062953995157
47591,2021-09-15,25370,11364,0.447930626724478
47596,2021-09-15,71,0,0
47597,2021-09-15,904,350,0.38716814159292
47598,2021-09-15,3058,1053,0.34434270765206
47601,2021-09-15,13854,6553,0.47300418651653
47610,2021-09-15,5444,2389,0.438831741366642
47611,2021-09-15,1489,508,0.341168569509738
47612,2021-09-15,715,380,0.531468531468532
47613,2021-09-15,3224,1278,0.396401985111663
47615,2021-09-15,1832,582,0.317685589519651
47616,2021-09-15,265,131,0.49433962264151
47619,2021-09-15,1753,791,0.451226468910439
47620,2021-09-15,13129,6090,0.463858633559296
47630,2021-09-15,36182,22307,0.6165220275275
47631,2021-09-15,2217,1040,0.469102390617952
47633,2021-09-15,2384,1141,0.478607382550336
47634,2021-09-15,2358,881,0.37362171331637
47635,2021-09-15,5432,2178,0.400957290132548
47637,2021-09-15,1294,578,0.446676970633694
47638,2021-09-15,3514,1678,0.477518497438816
47639,2021-09-15,4243,2365,0.557388640113128
47640,2021-09-15,1099,320,0.291173794358508
47648,2021-09-15,4219,1978,0.468831476653235
47649,2021-09-15,1499,520,0.346897931954636
47654,2021-09-15,92,0,0
47660,2021-09-15,4868,1831,0.376129827444536
47665,2021-09-15,3746,1408,0.375867592098238
47666,2021-09-15,1813,588,0.324324324324324
47670,2021-09-15,12048,5040,0.418326693227092
47683,2021-09-15,235,0,0
47708,2021-09-15,445,377,0.847191011235955
47710,2021-09-15,18869,8076,0.428003603794584
47711,2021-09-15,32612,15380,0.471605543971544
47712,2021-09-15,26764,11696,0.437004931998207
47713,2021-09-15,10108,4208,0.416303917688959
47714,2021-09-15,34447,14424,0.418730223241501
47715,2021-09-15,26196,15581,0.594785463429531
47720,2021-09-15,17763,9064,0.510274165399989
47725,2021-09-15,17326,11257,0.649717188041094
47802,2021-09-15,34894,14971,0.429042242219293
47803,2021-09-15,20939,10957,0.523281914131525
47804,2021-09-15,11781,4134,0.350903997962822
47805,2021-09-15,12624,5821,0.461105830164766
47807,2021-09-15,11886,3704,0.311627124347972
47809,2021-09-15,2516,147,0.0584260731319555
47832,2021-09-15,1059,318,0.30028328611898
47833,2021-09-15,761,373,0.490144546649146
47834,2021-09-15,19263,7301,0.379016767897005
47836,2021-09-15,0,0,
47837,2021-09-15,1008,378,0.375
47838,2021-09-15,3772,2000,0.530222693531283
47840,2021-09-15,1831,526,0.287274713271436
47841,2021-09-15,2305,770,0.334056399132321
47842,2021-09-15,9597,4053,0.422319474835886
47846,2021-09-15,532,248,0.466165413533835
47847,2021-09-15,1187,349,0.294018534119629
47848,2021-09-15,1616,637,0.394183168316832
47849,2021-09-15,502,164,0.326693227091633
47850,2021-09-15,2239,953,0.425636444841447
47853,2021-09-15,121,107,0.884297520661157
47854,2021-09-15,612,308,0.503267973856209
47855,2021-09-15,526,212,0.403041825095057
47857,2021-09-15,420,194,0.461904761904762
47858,2021-09-15,724,187,0.25828729281768
47859,2021-09-15,1027,263,0.256085686465433
47860,2021-09-15,425,67,0.157647058823529
47861,2021-09-15,663,193,0.291101055806938
47862,2021-09-15,1390,477,0.343165467625899
47863,2021-09-15,294,65,0.22108843537415
47865,2021-09-15,55,0,0
47866,2021-09-15,613,195,0.318107667210441
47868,2021-09-15,3072,861,0.2802734375
47869,2021-09-15,124,55,0.443548387096774
47871,2021-09-15,321,73,0.227414330218069
47872,2021-09-15,8747,3413,0.390190922602035
47874,2021-09-15,3207,1242,0.387277829747428
47876,2021-09-15,348,176,0.505747126436782
47879,2021-09-15,3592,1043,0.290367483296214
47880,2021-09-15,78,0,0
47881,2021-09-15,329,120,0.364741641337386
47882,2021-09-15,7731,3419,0.4422455051093
47884,2021-09-15,185,92,0.497297297297297
47885,2021-09-15,8920,3670,0.411434977578475
47901,2021-09-15,3715,1828,0.492059219380888
47904,2021-09-15,17285,6724,0.389007810240093
47905,2021-09-15,41631,21195,0.509115803127477
47906,2021-09-15,77702,44972,0.578775321098556
47907,2021-09-15,0,0,
47909,2021-09-15,43291,20020,0.462451779815666
47916,2021-09-15,43,0,0
47917,2021-09-15,492,148,0.300813008130081
47918,2021-09-15,5679,2264,0.398661736221166
47920,2021-09-15,2260,1374,0.607964601769912
47921,2021-09-15,1140,478,0.419298245614035
47922,2021-09-15,1570,527,0.335668789808917
47923,2021-09-15,3220,1716,0.532919254658385
47924,2021-09-15,162,53,0.327160493827161
47925,2021-09-15,133,78,0.586466165413534
47926,2021-09-15,1480,315,0.212837837837838
47928,2021-09-15,2036,534,0.262278978388998
47929,2021-09-15,673,320,0.475482912332838
47930,2021-09-15,1294,460,0.35548686244204
47932,2021-09-15,5317,1720,0.323490690238857
47933,2021-09-15,27521,11567,0.420297227571673
47940,2021-09-15,1739,495,0.284646348476136
47941,2021-09-15,1405,579,0.412099644128114
47942,2021-09-15,728,243,0.333791208791209
47943,2021-09-15,1096,315,0.287408759124088
47944,2021-09-15,3402,1558,0.457965902410347
47946,2021-09-15,2170,647,0.29815668202765
47948,2021-09-15,1485,418,0.281481481481482
47949,2021-09-15,1209,421,0.348221670802316
47950,2021-09-15,921,251,0.272529858849077
47951,2021-09-15,2168,810,0.373616236162362
47952,2021-09-15,2941,751,0.255355321319279
47954,2021-09-15,2433,762,0.313193588162762
47955,2021-09-15,1016,409,0.40255905511811
47957,2021-09-15,1908,490,0.256813417190776
47958,2021-09-15,140,50,0.357142857142857
47959,2021-09-15,2906,902,0.310392291810048
47960,2021-09-15,14721,6943,0.471639154948713
47963,2021-09-15,2057,698,0.339329120077783
47964,2021-09-15,110,0,0
47965,2021-09-15,599,202,0.337228714524207
47966,2021-09-15,359,158,0.440111420612813
47967,2021-09-15,680,268,0.394117647058824
47968,2021-09-15,1030,345,0.33495145631068
47969,2021-09-15,109,0,0
47970,2021-09-15,1779,817,0.459246767847105
47971,2021-09-15,1957,814,0.415942769545222
47974,2021-09-15,1176,314,0.267006802721089
47975,2021-09-15,664,322,0.484939759036145
47977,2021-09-15,2322,862,0.371231696813092
47978,2021-09-15,11515,3949,0.34294398610508
47980,2021-09-15,1005,416,0.413930348258706
47981,2021-09-15,1130,341,0.301769911504425
47982,2021-09-15,173,30,0.173410404624277
47983,2021-09-15,303,123,0.405940594059406
47987,2021-09-15,4074,1122,0.27540500736377
47989,2021-09-15,1430,370,0.258741258741259
47990,2021-09-15,1964,595,0.302953156822811
47991,2021-09-15,975,355,0.364102564102564
47992,2021-09-15,1357,685,0.50478997789241
47993,2021-09-15,3661,1420,0.387872166074843
47994,2021-09-15,309,184,0.595469255663431
47995,2021-09-15,1670,602,0.360479041916168
47997,2021-09-15,134,29,0.216417910447761
46001,2021-09-16,9993,4392,0.439507655358751
46011,2021-09-16,17069,8547,0.500732321752885
46012,2021-09-16,19806,9006,0.454710693729173
46013,2021-09-16,17136,8554,0.499183006535948
46016,2021-09-16,18046,5544,0.307214895267649
46017,2021-09-16,5814,2746,0.472308221534228
46030,2021-09-16,2978,1348,0.45265278710544
46031,2021-09-16,2546,980,0.384917517674784
46032,2021-09-16,51551,35396,0.686621016081162
46033,2021-09-16,38942,27741,0.712367110061117
46034,2021-09-16,6649,3842,0.577831252819973
46035,2021-09-16,1229,439,0.35720097640358
46036,2021-09-16,11678,4616,0.395273163212879
46037,2021-09-16,41890,30576,0.729911673430413
46038,2021-09-16,43381,27246,0.628062976879279
46039,2021-09-16,508,234,0.460629921259843
46040,2021-09-16,12474,9156,0.734006734006734
46041,2021-09-16,22247,9143,0.410976760911584
46044,2021-09-16,3147,1267,0.402605656180489
46045,2021-09-16,39,0,0
46047,2021-09-16,56,0,0
46048,2021-09-16,2117,725,0.342465753424658
46049,2021-09-16,1082,317,0.292975970425139
46050,2021-09-16,2127,658,0.309355900329102
46051,2021-09-16,2817,1264,0.448704295349663
46052,2021-09-16,22443,10943,0.487590785545604
46055,2021-09-16,12638,8701,0.688479189745213
46056,2021-09-16,2238,1024,0.457551385165326
46057,2021-09-16,1269,350,0.275807722616233
46058,2021-09-16,2516,1058,0.420508744038156
46060,2021-09-16,41461,24626,0.593955765659294
46062,2021-09-16,35349,23090,0.653200939206201
46063,2021-09-16,565,107,0.189380530973451
46064,2021-09-16,17168,9755,0.568208294501398
46065,2021-09-16,3444,1384,0.401858304297329
46068,2021-09-16,2872,1045,0.363857938718663
46069,2021-09-16,7220,3135,0.434210526315789
46070,2021-09-16,2336,878,0.375856164383562
46071,2021-09-16,3148,1384,0.439644218551461
46072,2021-09-16,8592,4117,0.479166666666667
46074,2021-09-16,34755,27342,0.786706948640483
46075,2021-09-16,6614,4525,0.68415482310251
46076,2021-09-16,1440,518,0.359722222222222
46077,2021-09-16,29296,23518,0.802771709448389
46103,2021-09-16,162,100,0.617283950617284
46104,2021-09-16,910,385,0.423076923076923
46105,2021-09-16,1794,696,0.387959866220736
46106,2021-09-16,6855,4383,0.639387308533917
46107,2021-09-16,13081,5866,0.448436663863619
46110,2021-09-16,583,222,0.380789022298456
46111,2021-09-16,196,110,0.561224489795918
46112,2021-09-16,37819,23744,0.627832570929956
46113,2021-09-16,15505,6597,0.425475653015156
46115,2021-09-16,1967,767,0.389933909506863
46117,2021-09-16,828,258,0.311594202898551
46118,2021-09-16,5068,2085,0.411404893449092
46120,2021-09-16,5332,2179,0.408664666166542
46121,2021-09-16,5545,2148,0.387376014427412
46122,2021-09-16,16300,8111,0.49760736196319
46123,2021-09-16,36616,23978,0.654850338649771
46124,2021-09-16,8949,3256,0.363839535143591
46125,2021-09-16,55,0,0
46126,2021-09-16,4956,1971,0.397699757869249
46127,2021-09-16,287,155,0.54006968641115
46128,2021-09-16,1824,792,0.434210526315789
46130,2021-09-16,2669,1079,0.404271262645185
46131,2021-09-16,33215,15145,0.455968688845401
46133,2021-09-16,833,283,0.339735894357743
46135,2021-09-16,20462,8394,0.41022382953768
46140,2021-09-16,40292,20836,0.517124987590589
46142,2021-09-16,29696,17270,0.581559806034483
46143,2021-09-16,57211,32742,0.572302529233889
46144,2021-09-16,133,67,0.503759398496241
46146,2021-09-16,416,69,0.165865384615385
46147,2021-09-16,3209,1177,0.366780928638205
46148,2021-09-16,5555,2023,0.364176417641764
46149,2021-09-16,2153,867,0.402693915466791
46150,2021-09-16,1147,331,0.288578901482127
46151,2021-09-16,31589,13066,0.413624996042926
46155,2021-09-16,162,48,0.296296296296296
46156,2021-09-16,1253,468,0.373503591380686
46157,2021-09-16,4103,1562,0.380697050938338
46158,2021-09-16,23152,10817,0.467216655148583
46160,2021-09-16,6321,2418,0.382534409112482
46161,2021-09-16,2569,1034,0.402491241728299
46162,2021-09-16,314,244,0.777070063694268
46163,2021-09-16,13088,7671,0.586109413202934
46164,2021-09-16,4166,1835,0.440470475276044
46165,2021-09-16,1522,614,0.403416557161629
46166,2021-09-16,2167,648,0.299030918320258
46167,2021-09-16,7066,3625,0.513020096235494
46168,2021-09-16,35418,20512,0.579140550002823
46171,2021-09-16,1762,685,0.388762769580023
46172,2021-09-16,2562,845,0.329820452771272
46173,2021-09-16,9905,4263,0.430388692579505
46175,2021-09-16,646,174,0.269349845201238
46176,2021-09-16,27737,12894,0.4648664239103
46180,2021-09-16,976,378,0.387295081967213
46181,2021-09-16,5286,2152,0.407113129020053
46182,2021-09-16,1526,795,0.520969855832241
46183,2021-09-16,15,0,0
46184,2021-09-16,14042,5645,0.402008260931491
46186,2021-09-16,1652,642,0.38861985472155
46201,2021-09-16,30962,12519,0.404334345326529
46202,2021-09-16,20504,12449,0.607149824424503
46203,2021-09-16,38581,15490,0.401492962857365
46204,2021-09-16,8356,5539,0.662876974629009
46205,2021-09-16,27580,14824,0.537490935460479
46208,2021-09-16,23080,10544,0.45684575389948
46214,2021-09-16,24549,11591,0.472157725365595
46216,2021-09-16,2324,1482,0.637693631669535
46217,2021-09-16,36843,18606,0.505007735526423
46218,2021-09-16,28918,10241,0.354139290407359
46219,2021-09-16,36940,17223,0.466242555495398
46220,2021-09-16,36585,24473,0.668935356020227
46221,2021-09-16,26714,10259,0.384030845249682
46222,2021-09-16,37885,13479,0.355787250890854
46224,2021-09-16,37074,16071,0.433484382586179
46225,2021-09-16,5577,2692,0.482696790389098
46226,2021-09-16,45652,17007,0.372535704897923
46227,2021-09-16,54876,27442,0.500072891610176
46228,2021-09-16,16430,9194,0.559586122945831
46229,2021-09-16,28768,12115,0.421127641824249
46231,2021-09-16,10277,5476,0.532840323051474
46234,2021-09-16,26864,14640,0.544967242406194
46235,2021-09-16,33063,11797,0.356803677827178
46236,2021-09-16,28705,16605,0.578470649712594
46237,2021-09-16,39169,23644,0.603640634174985
46239,2021-09-16,30651,15793,0.515252357182474
46240,2021-09-16,19785,13032,0.658680818802123
46241,2021-09-16,31941,11563,0.362011208165054
46250,2021-09-16,18402,11381,0.61846538419737
46254,2021-09-16,40276,17504,0.434601251365578
46256,2021-09-16,23837,14342,0.601669673197131
46259,2021-09-16,10999,7769,0.706336939721793
46260,2021-09-16,34445,18648,0.541384816373929
46268,2021-09-16,25443,14324,0.562983924851629
46278,2021-09-16,8859,6096,0.688113782593972
46280,2021-09-16,6824,4700,0.688745603751466
46290,2021-09-16,187,152,0.812834224598931
46301,2021-09-16,516,513,0.994186046511628
46303,2021-09-16,14765,6971,0.472130037250254
46304,2021-09-16,25351,14277,0.563173050372766
46307,2021-09-16,62779,35061,0.558482932190701
46310,2021-09-16,13832,5414,0.391411220358589
46311,2021-09-16,21632,11377,0.525933801775148
46312,2021-09-16,28201,9425,0.334208006808269
46319,2021-09-16,17513,7852,0.448352652315423
46320,2021-09-16,13561,5049,0.372317675687634
46321,2021-09-16,22689,14052,0.6193309533254
46322,2021-09-16,22581,11861,0.52526460298481
46323,2021-09-16,22195,8689,0.391484568596531
46324,2021-09-16,21820,8513,0.390146654445463
46327,2021-09-16,11466,4134,0.360544217687075
46340,2021-09-16,742,473,0.637466307277628
46341,2021-09-16,10357,4389,0.423771362363619
46342,2021-09-16,30874,14250,0.461553410636782
46345,2021-09-16,170,88,0.517647058823529
46346,2021-09-16,1208,425,0.35182119205298
46347,2021-09-16,4833,1978,0.409269604800331
46348,2021-09-16,1031,429,0.416100872938894
46349,2021-09-16,3251,1004,0.308828052906798
46350,2021-09-16,42763,19954,0.466618338283095
46356,2021-09-16,17720,7827,0.441704288939052
46360,2021-09-16,43678,20647,0.472709373139796
46365,2021-09-16,755,411,0.544370860927152
46366,2021-09-16,5610,1935,0.344919786096257
46368,2021-09-16,38661,18130,0.46894803548796
46371,2021-09-16,3246,1529,0.471041281577326
46373,2021-09-16,16083,9164,0.569794192625754
46374,2021-09-16,873,366,0.419243986254296
46375,2021-09-16,23598,13109,0.555513179082973
46376,2021-09-16,243,111,0.45679012345679
46377,2021-09-16,332,124,0.373493975903614
46379,2021-09-16,81,0,0
46381,2021-09-16,176,74,0.420454545454546
46382,2021-09-16,1713,900,0.525394045534151
46383,2021-09-16,42245,21655,0.512605042016807
46385,2021-09-16,39398,22049,0.559647697852683
46390,2021-09-16,3327,1261,0.379020138262699
46391,2021-09-16,9528,3998,0.4196053736356
46392,2021-09-16,7734,2803,0.362425652960952
46393,2021-09-16,296,134,0.452702702702703
46394,2021-09-16,12319,5416,0.439646075168439
46402,2021-09-16,6295,1545,0.245432883240667
46403,2021-09-16,13435,4497,0.334722739114254
46404,2021-09-16,17894,5190,0.290041354644015
46405,2021-09-16,10855,4085,0.376324274527867
46406,2021-09-16,9042,2575,0.284782127847821
46407,2021-09-16,10905,3016,0.276570380559376
46408,2021-09-16,15526,4949,0.318755635707845
46409,2021-09-16,7205,2052,0.284802220680083
46410,2021-09-16,37813,17363,0.459180705048528
46501,2021-09-16,3613,1204,0.333241073899806
46502,2021-09-16,58,0,0
46504,2021-09-16,3735,1021,0.273360107095047
46506,2021-09-16,9700,3466,0.357319587628866
46507,2021-09-16,9434,3504,0.371422514309943
46508,2021-09-16,113,52,0.460176991150443
46510,2021-09-16,3924,894,0.22782874617737
46511,2021-09-16,4308,2274,0.527855153203343
46514,2021-09-16,41616,17606,0.423058439061899
46516,2021-09-16,31329,12417,0.396342047304414
46517,2021-09-16,26468,9030,0.341166691854315
46524,2021-09-16,2124,409,0.19256120527307
46526,2021-09-16,33117,14556,0.439532566355648
46528,2021-09-16,27001,8997,0.333209881115514
46530,2021-09-16,31843,19837,0.62296266055334
46531,2021-09-16,1579,419,0.265357821405953
46532,2021-09-16,1531,623,0.406923579359895
46534,2021-09-16,11686,3810,0.32603114838268
46536,2021-09-16,3209,1286,0.400747896540979
46537,2021-09-16,425,173,0.407058823529412
46538,2021-09-16,4169,1684,0.403933797073639
46539,2021-09-16,2802,652,0.232690935046395
46540,2021-09-16,11881,3049,0.256628229946974
46542,2021-09-16,4142,1260,0.30420086914534
46543,2021-09-16,3553,540,0.151984238671545
46544,2021-09-16,31988,14359,0.448887082655996
46545,2021-09-16,24685,12814,0.519100668422119
46550,2021-09-16,12624,2728,0.216096324461343
46552,2021-09-16,6907,3034,0.439264514260895
46553,2021-09-16,3240,965,0.297839506172839
46554,2021-09-16,4878,1812,0.371463714637146
46555,2021-09-16,2406,1028,0.427265170407315
46556,2021-09-16,7301,6137,0.840569784960964
46561,2021-09-16,13615,6285,0.461623209695189
46562,2021-09-16,5010,1489,0.297205588822355
46563,2021-09-16,23664,9437,0.398791413116971
46565,2021-09-16,8642,921,0.10657255264985
46567,2021-09-16,9162,3548,0.387251691770356
