ncesID,corpID,corpName,downloadDate,studentCasesTot,studentCasesNew
1807410,2400,New Albany-Floyd Co Con Sch,2021-08-23,358,119
1807440,3445,New Castle Community School Corp,2021-08-12,72,
1807440,3445,New Castle Community School Corp,2021-08-16,84,12
1807440,3445,New Castle Community School Corp,2021-08-23,96,12
1807470,4860,MSD of New Durham Township,2021-08-12,23,
1807470,4860,MSD of New Durham Township,2021-08-16,23,0
1807470,4860,MSD of New Durham Township,2021-08-23,25,2
1807560,4805,New Prairie United School Corp,2021-08-12,155,
1807560,4805,New Prairie United School Corp,2021-08-16,156,1
1807560,4805,New Prairie United School Corp,2021-08-23,162,6
1807620,4255,Nineveh-Hensley-Jackson United,2021-08-12,105,
1807620,4255,Nineveh-Hensley-Jackson United,2021-08-16,105,0
1807620,4255,Nineveh-Hensley-Jackson United,2021-08-23,105,0
1807650,3070,Noblesville Schools,2021-08-12,378,
1807650,3070,Noblesville Schools,2021-08-16,429,51
1807650,3070,Noblesville Schools,2021-08-23,499,70
1807680,0025,North Adams Community Schools,2021-08-12,16,
1807680,0025,North Adams Community Schools,2021-08-16,23,7
1807680,0025,North Adams Community Schools,2021-08-23,39,16
1807710,1375,North Daviess Com Schools,2021-08-12,31,
1807710,1375,North Daviess Com Schools,2021-08-16,31,0
1807710,1375,North Daviess Com Schools,2021-08-23,31,0
1807770,2735,North Gibson School Corporation,2021-08-12,156,
1807770,2735,North Gibson School Corporation,2021-08-16,168,12
1807770,2735,North Gibson School Corporation,2021-08-23,194,26
1807800,7515,North Judson-San Pierre Sch Corp,2021-08-12,37,
1807800,7515,North Judson-San Pierre Sch Corp,2021-08-16,37,0
1807800,7515,North Judson-San Pierre Sch Corp,2021-08-23,38,1
1807830,4315,North Knox School Corp,2021-08-12,18,
1807830,4315,North Knox School Corp,2021-08-16,18,0
1807830,4315,North Knox School Corp,2021-08-23,19,1
1807860,5075,North Lawrence Com Schools,2021-08-12,119,
1807860,5075,North Lawrence Com Schools,2021-08-16,121,2
1807860,5075,North Lawrence Com Schools,2021-08-23,143,22
1807890,5620,North Miami Community Schools,2021-08-12,38,
1807890,5620,North Miami Community Schools,2021-08-16,38,0
1807890,5620,North Miami Community Schools,2021-08-23,39,1
1807900,5835,North Montgomery Com Sch Corp,2021-08-12,101,
1807900,5835,North Montgomery Com Sch Corp,2021-08-16,104,3
1807900,5835,North Montgomery Com Sch Corp,2021-08-23,120,16
1807920,5945,North Newton School Corp,2021-08-12,54,
1807920,5945,North Newton School Corp,2021-08-16,56,2
1807920,5945,North Newton School Corp,2021-08-23,57,1
1807950,6600,MSD North Posey Co Schools,2021-08-12,64,
1807950,6600,MSD North Posey Co Schools,2021-08-16,65,1
1807950,6600,MSD North Posey Co Schools,2021-08-23,74,9
1807980,6715,North Putnam Community Schools,2021-08-12,61,
1807980,6715,North Putnam Community Schools,2021-08-16,63,2
1807980,6715,North Putnam Community Schools,2021-08-23,66,3
1808010,7385,North Spencer County Sch Corp,2021-08-12,126,
1808010,7385,North Spencer County Sch Corp,2021-08-16,126,0
1808010,7385,North Spencer County Sch Corp,2021-08-23,134,8
1808040,7935,Tri-Central Community Schools,2021-08-12,33,
1808040,7935,Tri-Central Community Schools,2021-08-16,36,3
1808040,7935,Tri-Central Community Schools,2021-08-23,39,3
1808070,8010,North Vermillion Com Sch Corp,2021-08-12,33,
1808070,8010,North Vermillion Com Sch Corp,2021-08-16,34,1
1808070,8010,North Vermillion Com Sch Corp,2021-08-23,39,5
1808100,3295,North West Hendricks Schools,2021-08-12,127,
1808100,3295,North West Hendricks Schools,2021-08-16,129,2
1808100,3295,North West Hendricks Schools,2021-08-23,137,8
1808120,2040,Northeast Dubois Co Sch Corp,2021-08-12,72,
1808120,2040,Northeast Dubois Co Sch Corp,2021-08-16,72,0
1808120,2040,Northeast Dubois Co Sch Corp,2021-08-23,72,0
1808130,8515,North White School Corp,2021-08-12,14,
1808130,8515,North White School Corp,2021-08-16,14,0
1808130,8515,North White School Corp,2021-08-23,18,4
1808160,7645,Northeast School Corp,2021-08-12,30,
1808160,7645,Northeast School Corp,2021-08-16,33,3
1808160,7645,Northeast School Corp,2021-08-23,35,2
1808190,8375,Northeastern Wayne Schools,2021-08-12,61,
1808190,8375,Northeastern Wayne Schools,2021-08-16,62,1
1808190,8375,Northeastern Wayne Schools,2021-08-23,67,5
1808220,8435,Northern Wells Community Schools,2021-08-12,111,
1808220,8435,Northern Wells Community Schools,2021-08-16,112,1
1808220,8435,Northern Wells Community Schools,2021-08-23,117,5
1808250,0225,Northwest Allen County Schools,2021-08-12,238,
1808250,0225,Northwest Allen County Schools,2021-08-16,238,0
1808250,0225,Northwest Allen County Schools,2021-08-23,269,31
1808280,3435,Shenandoah School Corporation,2021-08-12,57,
1808280,3435,Shenandoah School Corporation,2021-08-16,58,1
1808280,3435,Shenandoah School Corporation,2021-08-23,89,31
1808310,7350,Northwestern Con School Corp,2021-08-12,60,
1808310,7350,Northwestern Con School Corp,2021-08-16,69,9
1808310,7350,Northwestern Con School Corp,2021-08-23,83,14
1808340,5625,Oak Hill United School Corp,2021-08-12,103,
1808340,5625,Oak Hill United School Corp,2021-08-16,103,0
1808340,5625,Oak Hill United School Corp,2021-08-23,105,2
1808460,7495,Oregon-Davis School Corp,2021-08-12,23,
1808460,7495,Oregon-Davis School Corp,2021-08-16,23,0
1808460,7495,Oregon-Davis School Corp,2021-08-23,24,1
1808490,6145,Orleans Community Schools,2021-08-12,38,
1808490,6145,Orleans Community Schools,2021-08-16,57,19
1808490,6145,Orleans Community Schools,2021-08-23,72,15
1808640,6155,Paoli Community School Corp,2021-08-12,44,
1808640,6155,Paoli Community School Corp,2021-08-16,54,10
1808640,6155,Paoli Community School Corp,2021-08-23,67,13
1808760,7175,Penn-Harris-Madison School Corp,2021-08-12,437,
1808760,7175,Penn-Harris-Madison School Corp,2021-08-16,437,0
1808760,7175,Penn-Harris-Madison School Corp,2021-08-23,439,2
1808820,5340,Perry Township Schools,2021-08-12,672,
1808820,5340,Perry Township Schools,2021-08-16,717,45
1808820,5340,Perry Township Schools,2021-08-23,760,43
1808850,5635,Peru Community Schools,2021-08-12,111,
1808850,5635,Peru Community Schools,2021-08-16,117,6
1808850,5635,Peru Community Schools,2021-08-23,136,19
1808900,6445,Pike County School Corp,2021-08-12,55,
1808900,6445,Pike County School Corp,2021-08-16,55,0
1808900,6445,Pike County School Corp,2021-08-23,69,14
1808910,5350,MSD Pike Township,2021-08-12,93,
1808910,5350,MSD Pike Township,2021-08-16,105,12
1808910,5350,MSD Pike Township,2021-08-23,124,19
1808940,0775,Pioneer Regional School Corp,2021-08-12,37,
1808940,0775,Pioneer Regional School Corp,2021-08-16,37,0
1808940,0775,Pioneer Regional School Corp,2021-08-23,37,0
1808970,3330,Plainfield Community School Corp,2021-08-12,225,
1808970,3330,Plainfield Community School Corp,2021-08-16,235,10
1808970,3330,Plainfield Community School Corp,2021-08-23,250,15
1809000,6510,East Porter County School Corp,2021-08-12,119,
1809000,6510,East Porter County School Corp,2021-08-16,120,1
1809000,6510,East Porter County School Corp,2021-08-23,126,6
1809060,5485,Plymouth Community School Corp,2021-08-12,187,
1809060,5485,Plymouth Community School Corp,2021-08-16,187,0
1809060,5485,Plymouth Community School Corp,2021-08-23,196,9
1809120,7150,John Glenn School Corporation,2021-08-12,111,
1809120,7150,John Glenn School Corporation,2021-08-16,115,4
1809120,7150,John Glenn School Corporation,2021-08-23,119,4
1809150,6550,Portage Township Schools,2021-08-12,173,
1809150,6550,Portage Township Schools,2021-08-16,173,0
1809150,6550,Portage Township Schools,2021-08-23,182,9
1809180,6520,Porter Township School Corp,2021-08-12,70,
1809180,6520,Porter Township School Corp,2021-08-16,70,0
1809180,6520,Porter Township School Corp,2021-08-23,71,1
1809300,4515,Prairie Heights Community Sch Corp,2021-08-12,47,
1809300,4515,Prairie Heights Community Sch Corp,2021-08-16,48,1
1809300,4515,Prairie Heights Community Sch Corp,2021-08-23,49,1
1809360,6630,West Central School Corp,2021-08-12,23,
1809360,6630,West Central School Corp,2021-08-16,23,0
1809360,6630,West Central School Corp,2021-08-23,23,0
1809420,3815,Rensselaer Central School Corp,2021-08-12,51,
1809420,3815,Rensselaer Central School Corp,2021-08-16,51,0
1809420,3815,Rensselaer Central School Corp,2021-08-23,51,0
1809480,5705,Richland-Bean Blossom C S C,2021-08-12,68,
1809480,5705,Richland-Bean Blossom C S C,2021-08-16,70,2
1809480,5705,Richland-Bean Blossom C S C,2021-08-23,72,2
1809510,8385,Richmond Community Schools,2021-08-12,139,
1809510,8385,Richmond Community Schools,2021-08-16,141,2
1809510,8385,Richmond Community Schools,2021-08-23,151,10
1809600,6080,Rising Sun-Ohio Co Com,2021-08-12,12,
1809600,6080,Rising Sun-Ohio Co Com,2021-08-16,27,15
1809600,6080,Rising Sun-Ohio Co Com,2021-08-23,61,34
1809630,2645,Rochester Community School Corp,2021-08-12,34,
1809630,2645,Rochester Community School Corp,2021-08-16,34,0
1809630,2645,Rochester Community School Corp,2021-08-23,47,13
1809690,4600,Merrillville Community School Corp,2021-08-12,36,
1809690,4600,Merrillville Community School Corp,2021-08-16,36,0
1809690,4600,Merrillville Community School Corp,2021-08-23,36,0
1809720,1180,Rossville Con School District,2021-08-12,54,
1809720,1180,Rossville Con School District,2021-08-16,55,1
1809720,1180,Rossville Con School District,2021-08-23,58,3
1809750,6995,Rush County Schools,2021-08-12,84,
1809750,6995,Rush County Schools,2021-08-16,87,3
1809750,6995,Rush County Schools,2021-08-23,97,10
1809810,8205,Salem Community Schools,2021-08-12,11,
1809810,8205,Salem Community Schools,2021-08-16,11,0
1809810,8205,Salem Community Schools,2021-08-23,11,0
1809840,1940,Daleville Community Schools,2021-08-12,44,
1809840,1940,Daleville Community Schools,2021-08-16,46,2
1809840,1940,Daleville Community Schools,2021-08-23,51,5
1809990,7230,Scott County School District 1,2021-08-12,29,
1809990,7230,Scott County School District 1,2021-08-16,53,24
1809990,7230,Scott County School District 1,2021-08-23,53,0
1810020,7255,Scott County School District 2,2021-08-12,87,
1810020,7255,Scott County School District 2,2021-08-16,93,6
1810020,7255,Scott County School District 2,2021-08-23,122,29
1810080,3675,Seymour Community Schools,2021-08-12,123,
1810080,3675,Seymour Community Schools,2021-08-16,129,6
1810080,3675,Seymour Community Schools,2021-08-23,150,21
1810110,2960,MSD Shakamak Schools,2021-08-12,10,
1810110,2960,MSD Shakamak Schools,2021-08-16,10,0
1810110,2960,MSD Shakamak Schools,2021-08-23,13,3
1810140,7365,Shelbyville Central Schools,2021-08-12,99,
1810140,7365,Shelbyville Central Schools,2021-08-16,102,3
1810140,7365,Shelbyville Central Schools,2021-08-23,114,12
1810170,5520,Shoals Community School Corp,2021-08-12,22,
1810170,5520,Shoals Community School Corp,2021-08-16,27,5
1810170,5520,Shoals Community School Corp,2021-08-23,30,3
1810230,8625,Smith-Green Community Schools,2021-08-12,31,
1810230,8625,Smith-Green Community Schools,2021-08-16,31,0
1810230,8625,Smith-Green Community Schools,2021-08-23,44,13
1810260,0035,South Adams Schools,2021-08-12,29,
1810260,0035,South Adams Schools,2021-08-16,29,0
1810260,0035,South Adams Schools,2021-08-23,29,0
1810290,7205,South Bend Community School Corp,2021-08-12,202,
1810290,7205,South Bend Community School Corp,2021-08-16,202,0
1810290,7205,South Bend Community School Corp,2021-08-23,225,23
1810350,2765,South Gibson School Corporation,2021-08-12,159,
1810350,2765,South Gibson School Corporation,2021-08-16,159,0
1810350,2765,South Gibson School Corporation,2021-08-23,169,10
1810360,3190,South Harrison Com Schools,2021-08-12,294,
1810360,3190,South Harrison Com Schools,2021-08-16,336,42
1810360,3190,South Harrison Com Schools,2021-08-23,402,66
1810380,3415,South Henry School Corp,2021-08-12,38,
1810380,3415,South Henry School Corp,2021-08-16,39,1
1810380,3415,South Henry School Corp,2021-08-23,46,7
1810410,4325,South Knox School Corp,2021-08-12,0,
1810410,4325,South Knox School Corp,2021-08-16,0,0
1810410,4325,South Knox School Corp,2021-08-23,0,0
1810440,5255,South Madison Com Sch Corp,2021-08-12,177,
1810440,5255,South Madison Com Sch Corp,2021-08-16,199,22
1810440,5255,South Madison Com Sch Corp,2021-08-23,235,36
1810450,5845,South Montgomery Com Sch Corp,2021-08-12,76,
1810450,5845,South Montgomery Com Sch Corp,2021-08-16,77,1
1810450,5845,South Montgomery Com Sch Corp,2021-08-23,88,11
1810470,5995,South Newton School Corp,2021-08-12,47,
1810470,5995,South Newton School Corp,2021-08-16,47,0
1810470,5995,South Newton School Corp,2021-08-23,47,0
1810500,6705,South Putnam Community Schools,2021-08-12,29,
1810500,6705,South Putnam Community Schools,2021-08-16,29,0
1810500,6705,South Putnam Community Schools,2021-08-23,35,6
1810530,6865,South Ripley Com Sch Corp,2021-08-12,45,
1810530,6865,South Ripley Com Sch Corp,2021-08-16,45,0
1810530,6865,South Ripley Com Sch Corp,2021-08-23,55,10
1810560,7445,South Spencer County Sch Corp,2021-08-12,75,
1810560,7445,South Spencer County Sch Corp,2021-08-16,75,0
1810560,7445,South Spencer County Sch Corp,2021-08-23,75,0
1810590,8020,South Vermillion Com Sch Corp,2021-08-12,49,
1810590,8020,South Vermillion Com Sch Corp,2021-08-16,54,5
1810590,8020,South Vermillion Com Sch Corp,2021-08-23,60,6
1810620,2455,Southeast Fountain School Corp,2021-08-12,54,
1810620,2455,Southeast Fountain School Corp,2021-08-16,54,0
1810620,2455,Southeast Fountain School Corp,2021-08-23,58,4
1810640,2100,Southeast Dubois Co Sch Corp,2021-08-12,81,
1810640,2100,Southeast Dubois Co Sch Corp,2021-08-16,82,1
1810640,2100,Southeast Dubois Co Sch Corp,2021-08-23,89,7
1810650,3005,Hamilton Southeastern Schools,2021-08-12,297,
1810650,3005,Hamilton Southeastern Schools,2021-08-16,297,0
1810650,3005,Hamilton Southeastern Schools,2021-08-23,297,0
1810680,0815,Lewis Cass Schools,2021-08-12,13,
1810680,0815,Lewis Cass Schools,2021-08-16,13,0
1810680,0815,Lewis Cass Schools,2021-08-23,13,0
1810710,3115,Southern Hancock Co Com Sch Corp,2021-08-12,268,
1810710,3115,Southern Hancock Co Com Sch Corp,2021-08-16,278,10
1810710,3115,Southern Hancock Co Com Sch Corp,2021-08-23,294,16
1810740,6805,Randolph Southern School Corp,2021-08-12,22,
1810740,6805,Randolph Southern School Corp,2021-08-16,23,1
1810740,6805,Randolph Southern School Corp,2021-08-23,24,1
1810770,8425,Southern Wells Com Schools,2021-08-12,34,
1810770,8425,Southern Wells Com Schools,2021-08-16,35,1
1810770,8425,Southern Wells Com Schools,2021-08-23,36,1
1810800,4000,Southwestern-Jefferson Co Con,2021-08-12,21,
1810800,4000,Southwestern-Jefferson Co Con,2021-08-16,25,4
1810800,4000,Southwestern-Jefferson Co Con,2021-08-23,37,12
1810830,7360,Southwestern Con Sch Shelby Co,2021-08-12,30,
1810830,7360,Southwestern Con Sch Shelby Co,2021-08-16,32,2
1810830,7360,Southwestern Con Sch Shelby Co,2021-08-23,35,3
1810860,7715,Southwest School Corporation,2021-08-12,32,
1810860,7715,Southwest School Corporation,2021-08-16,34,2
1810860,7715,Southwest School Corporation,2021-08-23,42,8
1810870,2110,Southwest Dubois Co Sch Corp,2021-08-12,117,
1810870,2110,Southwest Dubois Co Sch Corp,2021-08-16,118,1
1810870,2110,Southwest Dubois Co Sch Corp,2021-08-23,125,7
1810900,6260,Southwest Parke Com Sch Corp,2021-08-12,40,
1810900,6260,Southwest Parke Com Sch Corp,2021-08-16,48,8
1810900,6260,Southwest Parke Com Sch Corp,2021-08-23,55,7
1810920,5400,School Town of Speedway,2021-08-12,66,
1810920,5400,School Town of Speedway,2021-08-16,66,0
1810920,5400,School Town of Speedway,2021-08-23,66,0
1810950,6195,Spencer-Owen Community Schools,2021-08-12,60,
1810950,6195,Spencer-Owen Community Schools,2021-08-16,70,10
1810950,6195,Spencer-Owen Community Schools,2021-08-23,74,4
1810980,6160,Springs Valley Com School Corp,2021-08-12,32,
1810980,6160,Springs Valley Com School Corp,2021-08-16,33,1
1810980,6160,Springs Valley Com School Corp,2021-08-23,33,0
1811100,7615,MSD Steuben County,2021-08-12,40,
1811100,7615,MSD Steuben County,2021-08-16,40,0
1811100,7615,MSD Steuben County,2021-08-23,40,0
1811190,1560,Sunman-Dearborn Com Sch Corp,2021-08-12,171,
1811190,1560,Sunman-Dearborn Com Sch Corp,2021-08-16,178,7
1811190,1560,Sunman-Dearborn Com Sch Corp,2021-08-23,187,9
1811220,7775,Switzerland County School Corp,2021-08-12,67,
1811220,7775,Switzerland County School Corp,2021-08-16,70,3
1811220,7775,Switzerland County School Corp,2021-08-23,82,12
1811250,3460,Taylor Community School Corp,2021-08-12,20,
1811250,3460,Taylor Community School Corp,2021-08-16,20,0
1811250,3460,Taylor Community School Corp,2021-08-23,24,4
1811260,6350,Tell City-Troy Twp School Corp,2021-08-12,49,
1811260,6350,Tell City-Troy Twp School Corp,2021-08-16,65,16
1811260,6350,Tell City-Troy Twp School Corp,2021-08-23,75,10
1811340,7865,Tippecanoe School Corp,2021-08-12,782,
1811340,7865,Tippecanoe School Corp,2021-08-16,797,15
1811340,7865,Tippecanoe School Corp,2021-08-23,841,44
1811370,4445,Tippecanoe Valley School Corp,2021-08-12,86,
1811370,4445,Tippecanoe Valley School Corp,2021-08-16,86,0
1811370,4445,Tippecanoe Valley School Corp,2021-08-23,93,7
1811400,7945,Tipton Community School Corp,2021-08-12,45,
1811400,7945,Tipton Community School Corp,2021-08-16,50,5
1811400,7945,Tipton Community School Corp,2021-08-23,55,5
1811430,8535,Tri-County School Corporation,2021-08-12,13,
1811430,8535,Tri-County School Corporation,2021-08-16,13,0
1811430,8535,Tri-County School Corporation,2021-08-23,13,0
1811460,4645,Tri-Creek School Corporation,2021-08-12,168,
1811460,4645,Tri-Creek School Corporation,2021-08-16,168,0
1811460,4645,Tri-Creek School Corporation,2021-08-23,178,10
1811490,5495,Triton School Corporation,2021-08-12,32,
1811490,5495,Triton School Corporation,2021-08-16,32,0
1811490,5495,Triton School Corporation,2021-08-23,32,0
1811580,8565,Twin Lakes School Corp,2021-08-12,82,
1811580,8565,Twin Lakes School Corp,2021-08-16,82,0
1811580,8565,Twin Lakes School Corp,2021-08-23,87,5
1811610,7950,Union Co/Clg Corner Joint Sch Dist,2021-08-12,39,
1811610,7950,Union Co/Clg Corner Joint Sch Dist,2021-08-16,40,1
1811610,7950,Union Co/Clg Corner Joint Sch Dist,2021-08-23,41,1
1811700,6530,Union Township School Corp,2021-08-12,74,
1811700,6530,Union Township School Corp,2021-08-16,75,1
1811700,6530,Union Township School Corp,2021-08-23,84,9
1811730,6795,Union School Corporation,2021-08-12,0,
1811730,6795,Union School Corporation,2021-08-16,0,0
1811730,6795,Union School Corporation,2021-08-23,0,0
1811910,7215,Union-North United School Corp,2021-08-12,44,
1811910,7215,Union-North United School Corp,2021-08-16,44,0
1811910,7215,Union-North United School Corp,2021-08-23,54,10
1811970,6560,Valparaiso Community Schools,2021-08-12,192,
1811970,6560,Valparaiso Community Schools,2021-08-16,198,6
1811970,6560,Valparaiso Community Schools,2021-08-23,213,15
1812060,3710,Crothersville Community Schools,2021-08-12,8,
1812060,3710,Crothersville Community Schools,2021-08-16,8,0
1812060,3710,Crothersville Community Schools,2021-08-23,17,9
1812090,8030,Vigo County School Corp,2021-08-12,24,
1812090,8030,Vigo County School Corp,2021-08-16,24,0
1812090,8030,Vigo County School Corp,2021-08-23,24,0
1812120,4335,Vincennes Community School Corp,2021-08-12,128,
1812120,4335,Vincennes Community School Corp,2021-08-16,147,19
1812120,4335,Vincennes Community School Corp,2021-08-23,173,26
1812150,8060,Wabash City Schools,2021-08-12,49,
1812150,8060,Wabash City Schools,2021-08-16,50,1
1812150,8060,Wabash City Schools,2021-08-23,51,1
1812180,8050,MSD Wabash County Schools,2021-08-12,73,
1812180,8050,MSD Wabash County Schools,2021-08-16,77,4
1812180,8050,MSD Wabash County Schools,2021-08-23,91,14
1812240,2285,Wa-Nee Community Schools,2021-08-12,179,
1812240,2285,Wa-Nee Community Schools,2021-08-16,179,0
1812240,2285,Wa-Nee Community Schools,2021-08-23,185,6
1812360,5360,MSD Warren Township,2021-08-12,205,
1812360,5360,MSD Warren Township,2021-08-16,223,18
1812360,5360,MSD Warren Township,2021-08-23,277,54
1812390,8130,Warrick County School Corp,2021-08-12,387,
1812390,8130,Warrick County School Corp,2021-08-16,396,9
1812390,8130,Warrick County School Corp,2021-08-23,458,62
1812420,4415,Warsaw Community Schools,2021-08-12,381,
1812420,4415,Warsaw Community Schools,2021-08-16,381,0
1812420,4415,Warsaw Community Schools,2021-08-23,388,7
1812450,1405,Washington Community Schools,2021-08-12,73,
1812450,1405,Washington Community Schools,2021-08-16,82,9
1812450,1405,Washington Community Schools,2021-08-23,99,17
1812720,5370,MSD Washington Township,2021-08-12,44,
1812720,5370,MSD Washington Township,2021-08-16,44,0
1812720,5370,MSD Washington Township,2021-08-23,44,0
1812810,5375,MSD Wayne Township,2021-08-12,279,
1812810,5375,MSD Wayne Township,2021-08-16,279,0
1812810,5375,MSD Wayne Township,2021-08-23,279,0
1812870,7875,West Lafayette Com School Corp,2021-08-12,123,
1812870,7875,West Lafayette Com School Corp,2021-08-16,130,7
1812870,7875,West Lafayette Com School Corp,2021-08-23,132,2
1812880,5245,Frankton-Lapel Community Schools,2021-08-12,187,
1812880,5245,Frankton-Lapel Community Schools,2021-08-16,189,2
1812880,5245,Frankton-Lapel Community Schools,2021-08-23,195,6
1812900,6065,West Noble School Corporation,2021-08-12,82,
1812900,6065,West Noble School Corporation,2021-08-16,82,0
1812900,6065,West Noble School Corporation,2021-08-23,85,3
1812930,8220,West Washington School Corp,2021-08-12,15,
1812930,8220,West Washington School Corp,2021-08-16,15,0
1812930,8220,West Washington School Corp,2021-08-23,15,0
1812990,0615,Western Boone Co Com Sch Dist,2021-08-12,85,
1812990,0615,Western Boone Co Com Sch Dist,2021-08-16,85,0
1812990,0615,Western Boone Co Com Sch Dist,2021-08-23,86,1
1813050,8355,Western Wayne Schools,2021-08-12,35,
1813050,8355,Western Wayne Schools,2021-08-16,36,1
1813050,8355,Western Wayne Schools,2021-08-23,37,1
1813080,3030,Westfield-Washington Schools,2021-08-12,496,
1813080,3030,Westfield-Washington Schools,2021-08-16,496,0
1813080,3030,Westfield-Washington Schools,2021-08-23,515,19
1813110,4525,Westview School Corporation,2021-08-12,58,
1813110,4525,Westview School Corporation,2021-08-16,58,0
1813110,4525,Westview School Corporation,2021-08-23,58,0
1813200,4760,School City of Whiting,2021-08-12,21,
1813200,4760,School City of Whiting,2021-08-16,21,0
1813200,4760,School City of Whiting,2021-08-23,22,1
1813230,4455,Whitko Community School Corp,2021-08-12,59,
1813230,4455,Whitko Community School Corp,2021-08-16,59,0
1813230,4455,Whitko Community School Corp,2021-08-23,59,0
