ncesID,corpName,downloadDate,pctFullyVaxxed
1800008,White River Valley School District,2021-09-03,0.369571806777327
1800600,Bloomfield School District,2021-09-03,0.412651866575125
1808120,Northeast Dubois County School Corporation,2021-09-03,0.459390352552887
1810170,Shoals Community School Corporation,2021-09-03,0.316352514544352
1808160,Northeast School Corporation,2021-09-03,0.354609888926109
1810110,Shakamak Schools Metropolitan School District,2021-09-03,0.328140875912045
1805910,Linton-Stockton School Corporation,2021-09-03,0.405607994935557
1807710,North Daviess Community Schools,2021-09-03,0.244662356189757
1812450,Washington Community School Corporation,2021-09-03,0.363447683618493
1800330,Barr-Reeve Community School Corporation,2021-09-03,0.201588300323829
1807830,North Knox School Corporation,2021-09-03,0.334903068266615
1810410,South Knox School Corporation,2021-09-03,0.376647303575071
1810640,Southeast Dubois County School Corporation,2021-09-03,0.455230020565324
1811260,Tell City-Troy Township School Corporation,2021-09-03,0.492915146945876
1801170,Cannelton City Schools,2021-09-03,0.463029432878679
1806060,Loogootee Community School Corporation,2021-09-03,0.28295733539047
1812390,Warrick County School Corporation,2021-09-03,0.536534826915374
1808010,North Spencer County School Corporation,2021-09-03,
1807770,North Gibson School Corporation,2021-09-03,0.389532221438524
1810870,Southwest Dubois County School Corporation,2021-09-03,0.41835850564858
1803960,Greater Jasper Consolidated Schools,2021-09-03,0.509472928668851
1808900,Pike County School Corporation,2021-09-03,0.363997672108106
1810860,Southwest School Corporation,2021-09-03,0.438855535516183
1812120,Vincennes Community School Corporation,2021-09-03,0.437130469057942
1810560,South Spencer County School Corporation,2021-09-03,0.378830985620833
1807950,North Posey County Schools Metropolitan School District,2021-09-03,0.463203745584177
1810350,South Gibson School Corporation,2021-09-03,0.456481162872522
1802940,East Gibson School Corporation,2021-09-03,0.351745234316125
1807290,Mount Vernon Metropolitan School District,2021-09-03,0.449358539323669
1803450,Evansville-Vanderburgh School Corporation,2021-09-03,0.477135883970579
1812090,Vigo County School Corporation,2021-09-03,0.407825492441506
1810900,Southwest Parke Community School Corporation,2021-09-03,
1810590,South Vermillion Community School Corporation,2021-09-03,0.407197625528547
1808070,North Vermillion Community School Corporation,2021-09-03,0.291540797344154
1805400,Lafayette School Corporation,2021-09-03,0.453900562781106
1803810,Frontier School Corporation,2021-09-03,0.512615302705988
1800480,Benton Community School Corporation,2021-09-03,0.442401236094387
1812870,West Lafayette Community School Corporation,2021-09-03,0.570886206275257
1811430,Tri-County School Corporation,2021-09-03,0.368105753701656
1810450,South Montgomery Community School Corporation,2021-09-03,0.359992673442389
1800210,Attica Consolidated School Corporation,2021-09-03,0.386639879067988
1810620,Southeast Fountain School Corporation,2021-09-03,0.275289155784885
1806080,Warren County Metropolitan School District,2021-09-03,0.385258017291311
1809420,Rensselaer Central School Corporation,2021-09-03,0.335668471172255
1810470,South Newton School Corporation,2021-09-03,0.333674405926389
1802430,Covington Community School Corporation,2021-09-03,0.307381187175163
1802460,Crawfordsville Community Schools,2021-09-03,0.412884706224338
