ncesID,corpID,corpName,downloadDate,studentCasesTot,studentCasesNew
1812870,7875,West Lafayette Com School Corp,20210816,130,7
1812870,7875,West Lafayette Com School Corp,20210823,132,2
1812880,5245,Frankton-Lapel Community Schools,20210812,187,
1812880,5245,Frankton-Lapel Community Schools,20210816,189,2
1812880,5245,Frankton-Lapel Community Schools,20210823,195,6
1812900,6065,West Noble School Corporation,20210812,82,
1812900,6065,West Noble School Corporation,20210816,82,0
1812900,6065,West Noble School Corporation,20210823,85,3
1812930,8220,West Washington School Corp,20210812,15,
1812930,8220,West Washington School Corp,20210816,15,0
1812930,8220,West Washington School Corp,20210823,15,0
1812990,0615,Western Boone Co Com Sch Dist,20210812,85,
1812990,0615,Western Boone Co Com Sch Dist,20210816,85,0
1812990,0615,Western Boone Co Com Sch Dist,20210823,86,1
1813050,8355,Western Wayne Schools,20210812,35,
1813050,8355,Western Wayne Schools,20210816,36,1
1813050,8355,Western Wayne Schools,20210823,37,1
1813080,3030,Westfield-Washington Schools,20210812,496,
1813080,3030,Westfield-Washington Schools,20210816,496,0
1813080,3030,Westfield-Washington Schools,20210823,515,19
1813110,4525,Westview School Corporation,20210812,58,
1813110,4525,Westview School Corporation,20210816,58,0
1813110,4525,Westview School Corporation,20210823,58,0
1813200,4760,School City of Whiting,20210812,21,
1813200,4760,School City of Whiting,20210816,21,0
1813200,4760,School City of Whiting,20210823,22,1
1813230,4455,Whitko Community School Corp,20210812,59,
1813230,4455,Whitko Community School Corp,20210816,59,0
1813230,4455,Whitko Community School Corp,20210823,59,0
